soilOrganic_avg,soilSand_avg,soilSilt_avg,soilClay_avg,soilCoarse_avg,soilPH_avg,exchangeCapacity_avg,baseSaturation_avg,N_avg,S_avg,P_avg,Ca_ppm_avg,Mg_ppm_avg,K_ppm_avg,Na_ppm_avg,percent_Ca_avg,percent_Mg_avg,percent_K_avg,percent_Na_avg,percent_Othr_avg,percent_H_avg,B_ppm_avg,Fe_ppm_avg,Mn_ppm_avg,Cu_ppm_avg,Zn_ppm_avg,Al_ppm_avg,Density_avg,Ca_over_Mg_ppm_avg,OBSERVATION_ID,Author_Observation_Code
0.05,95.58,1.26,3.16,,7,27.12,95.6,2,31,21,4755,214,50,56,87.67,6.58,0.47,0.9,4.4,0,0.62,124,8,1.53,1.64,54,1.21,13.32370821,5840,050-01-0055
0.12,97.6,0.24,2.16,,7.8,9.66,96.4,2.5,24,25,1458,212,45,32,75.47,18.29,1.19,1.44,3.6,0,0.74,280,9,1.19,1.73,169,1.26,4.126298524,5841,050-01-0056
0.05,97.64,0.2,2.16,,7.9,20.26,96.5,2,31,14,3317,293,74,78,81.86,12.05,0.94,1.67,3.5,0,0.78,169,9,1.24,1.18,70,1.3,6.793360996,5842,050-01-0057
0.83,94.88,0.96,4.16,,7.2,45.29,95.8,16.5,618,48,789,1367,534,6137,8.71,25.15,3.02,58.92,4.2,0,5.85,253,30,1.51,2.41,319,1.14,0.346322068,5843,050-01-0058
0.41,91.12,3.72,5.16,,7.6,23.97,96.2,8,290,43,531,862,282,2874,11.08,29.97,3.02,52.13,3.8,0,4.52,254,30,1.31,2.5,252,1.22,0.369703036,5844,050-01-0059
0.42,96.84,1,2.16,,6.9,38.94,94,8.5,465,42,570,1086,361,5469,7.32,23.24,2.38,61.06,4.5,1.5,3.77,221,3,1.12,1.94,216,1.19,0.314974182,5845,050-01-0060
0.62,96.12,0.72,3.16,,7,39.64,95.6,12.5,603,39,570,1160,387,5610,7.19,24.39,2.5,61.53,4.4,0,3.81,214,4,1.17,1.71,225,1.13,0.294792948,5846,050-01-0061
0.86,96.74,1.1,2.16,,6.5,39.4,87.6,17,515,57,673,1052,370,4930,8.54,22.25,2.41,54.4,4.9,7.5,3.48,188,2,1.24,2,281,1.16,0.383820225,5847,050-01-0062
1.51,94.08,1.76,4.16,,6,57.22,79.6,25,980,78,906,1408,432,6481,7.92,20.51,1.94,49.25,5.4,15,4.69,216,2,0.6,3.23,325,1.12,0.386153096,5848,050-01-0063
2.84,91.7,2.14,6.16,,4.5,234.07,36.6,38.5,2611,52,1238,2391,869,13185,2.64,8.51,0.95,24.49,8.4,55,10.54,485,3,0.58,3.55,399,0.97,0.310223267,5849,050-01-0064
0.96,95.8,1.04,3.16,,5.4,42.23,60.4,19,691,79,638,736,295,3548,7.55,14.52,1.79,36.53,6.6,33,4.09,248,1,0.43,3.3,371,1.15,0.519972452,5850,050-01-0065
1.48,93.86,1.98,4.16,,4.6,232.24,38.8,25,2537,62,1079,2659,771,13933,2.32,9.54,0.85,26.08,8.2,53,11.67,405,3,0.69,2.69,309,1.08,0.243186583,5851,050-01-0066
0.25,96.8,1.04,2.16,,7.7,17.22,96.3,5,44,33,2824,202,55,147,82,9.78,0.82,3.71,3.7,0,0.82,150,8,0.41,2.13,113,1.21,8.384458078,5852,050-01-0067
0.21,97,0.84,2.16,,7.1,12.72,95.7,4,27,30,2065,188,36,44,81.17,12.32,0.73,1.5,4.3,0,0.74,217,8,0.32,1.81,155,1.24,6.588474026,5853,050-01-0068
0.05,93.84,3,3.16,,7.7,6,96.3,2,20,39,813,183,23,29,67.75,25.42,0.98,2.1,3.7,0,0.64,231,7,0.24,1.47,172,1.26,2.665224233,5854,050-01-0069
0.16,93.7,3.14,3.16,,7.3,4.75,95.9,3,24,40,519,191,25,69,54.63,33.51,1.35,6.32,4.1,0,0.71,256,6,0.23,1.66,190,1.25,1.630259624,5855,050-01-0070
0.12,93.78,2.06,4.16,,7.6,5,96.2,2.5,20,47,578,206,31,29,57.8,34.33,1.59,2.52,3.8,0,0.76,300,5,0.31,1.51,220,1.23,1.683658608,5856,050-01-0071
0.12,93.64,4.2,2.16,,6.5,3.54,87.6,2.5,23,51,284,168,29,47,40.11,39.55,2.1,5.77,4.9,7.5,0.71,287,5,0.35,1.41,221,1.24,1.014159292,5857,050-01-0072
0.2,91.9,3.94,4.16,,6.4,3.93,86,4,20,64,339,180,28,26,43.13,38.17,1.83,2.88,5,9,0.77,280,4,0.33,1.8,221,1.24,1.129944983,5858,050-01-0073
0.12,95.64,1.2,3.16,,6.6,3.58,89.2,2.5,18,66,348,153,26,25,48.6,35.61,1.86,3.04,4.8,6,0.78,235,4,0.36,0.97,176,1.29,1.364785173,5859,050-01-0074
0.05,89.14,8.7,2.16,,6.4,3.04,86,2,16,53,294,121,16,22,48.36,33.17,1.35,3.15,5,9,0.61,221,3,0.34,1.15,175,1.28,1.457943925,5860,050-01-0075
0.6,97.38,0.46,2.16,,7.5,7.16,96.1,12,34,46,301,388,144,407,21.02,45.16,5.16,24.71,3.9,0,1.63,274,9,0.46,1.94,193,1.17,0.465456156,5861,050-01-0076
1.17,95.06,1.78,3.16,,5.8,20.76,73.2,21.5,426,55,691,584,228,1446,16.64,23.44,2.82,30.28,5.8,21,3.34,493,3,0.8,2.92,334,1.12,0.709897611,5862,050-01-0077
0.15,97.64,0.2,2.16,,7.9,4.12,96.5,3,23,23,188,268,111,120,22.82,54.21,6.91,12.66,3.5,0,1.06,208,5,0.53,1.41,157,1.32,0.420955543,5863,050-01-0078
0.12,97.72,0.12,2.16,,7.8,3.66,96.4,2.5,17,33,186,219,108,114,25.41,49.86,7.57,13.54,3.6,0,0.74,241,3,0.44,1.37,183,1.26,0.509626955,5864,050-01-0079
0.29,96.12,1.72,2.16,,6.4,3.15,86,6,17,50,246,160,21,21,39.05,42.33,1.71,2.9,5,9,0.74,274,4,0.39,1.71,201,1.22,0.922513584,5865,050-01-0080
0.85,96.82,0.02,3.16,,7,14.96,95.6,17,148,93,458,568,328,1481,15.31,31.64,5.62,43.04,4.4,0,4.71,176,2,0.77,2.24,304,1.17,0.483881163,5866,050-01-0081
42.59,88.28,9.56,2.16,,3.9,72.99,24.4,70,60,65,1303,1129,179,328,8.93,12.89,0.63,1.95,9.6,66,1.09,330,6,0.81,3.73,179,0.41,0.692785105,5867,050-01-0082
84.46,82.58,15.26,2.16,,4.5,85.59,36.6,70,80,83,2917,1476,1264,276,17.04,14.37,3.79,1.4,8.4,55,1.12,72,35,0.92,6.37,21,0.23,1.185803758,5868,050-01-0083
81.78,79.34,17.5,3.16,,3.9,86.28,24.4,70,53,73,1886,1112,232,405,10.93,10.74,0.69,2.04,9.6,66,1.08,109,10,0.89,4.36,85,0.25,1.017690875,5869,050-01-0084
53.99,87.3,10,2.7,,4.1,64.11,27.8,70,65,64,2239,669,232,105,17.46,8.7,0.93,0.71,9.2,63,1,134,14,0.86,3.98,92,0.31,2.006896552,5870,050-01-0085
27.84,93.58,4.26,2.16,,4.2,57.67,30,70,79,48,514,936,168,1495,4.46,13.53,0.75,11.27,9,61,1.03,205,2,0.81,1.67,218,0.57,0.329637842,5871,050-01-0086
5.13,92.5,5.34,2.16,,5.4,43.34,60.4,50.5,47,43,3785,769,140,112,43.67,14.79,0.83,1.12,6.6,33,1.1,279,8,0.95,2.42,301,0.98,2.952670723,5872,050-01-0087
0.24,93.86,2.98,3.16,,6.1,6.02,81.3,5,20,53,407,313,49,28,33.8,43.33,2.09,2.02,5.2,13.5,0.71,370,5,0.69,1.56,206,1.25,0.780060005,5873,050-01-0088
0.05,93.84,3,3.16,,7.5,11.57,96.1,2,21,22,1874,183,34,31,80.99,13.18,0.75,1.16,3.9,0,0.67,224,6,0.77,1.11,108,1.34,6.14491654,5874,050-01-0089
0.05,93.78,2.06,4.16,,6.6,4.43,89.2,2,23,57,317,257,40,29,35.78,48.34,2.32,2.85,4.8,6,0.64,292,5,0.73,1.5,218,1.28,0.740173769,5875,050-01-0090
0.27,93.58,2.26,4.16,,6.7,3.53,90.8,5.5,19,57,247,212,37,25,34.99,50.05,2.69,3.08,4.7,4.5,0.62,296,4,0.65,1.55,221,1.3,0.699100899,5878,050-01-0093
0.05,97.8,0.04,2.16,,7.6,6.87,96.2,2,34,29,626,341,54,115,45.56,41.36,2.02,7.28,3.8,0,1,281,9,0.8,1.54,152,1.25,1.101547389,5879,050-01-0094
0.2,97.8,0.04,2.16,,7.5,7.08,96.1,4,23,47,924,235,36,30,65.25,27.66,1.3,1.84,3.9,0,0.82,280,6,0.75,1.67,182,1.26,2.359002169,5881,050-01-0096
0.05,93.92,2.92,3.16,,8.1,7.23,96.7,2,22,24,899,269,45,31,62.17,31.01,1.6,1.86,3.3,0,0.78,232,10,0.77,1.28,142,1.24,2.004837149,5882,050-01-0097
0.05,93.92,1.92,4.16,,8.2,9.94,96.8,2,25,21,1386,292,45,33,69.72,24.48,1.16,1.44,3.2,0,0.78,215,9,0.92,1.25,126,1.26,2.848039216,5883,050-01-0098
0.05,93.92,2.92,3.16,,8.4,10.83,97,2,30,18,1470,324,75,60,67.87,24.93,1.78,2.41,3,0,1.03,201,9,1.07,1.21,122,1.27,2.722422784,5884,050-01-0099
0.05,93.9,2.94,3.16,,8.3,10.97,96.9,2,28,22,1529,316,66,41,69.69,24,1.54,1.62,3.1,0,1,210,10,1.35,1.31,132,1.35,2.90375,5885,050-01-0100
0.05,93.7,2.14,4.16,,8.4,12.03,97,2,28,22,1696,337,83,38,70.49,23.34,1.77,1.37,3,0,1.08,209,10,1.63,1.27,128,1.34,3.020137104,5886,050-01-0101
0.05,93.86,1.98,4.16,,8.7,10.58,97.3,2,32,21,1303,338,115,153,61.58,26.62,2.79,6.29,2.7,0,1.28,214,8,1.67,1.27,125,1.25,2.313298272,5887,050-01-0102
0.05,93.84,3,3.16,,8.2,9.33,96.8,2,40,26,1080,365,80,89,57.88,32.6,2.2,4.15,3.2,0,1,240,10,1.6,1.53,143,1.3,1.775460123,5888,050-01-0103
0.11,93.64,3.2,3.16,,8.4,11.35,97,2,26,20,1611,319,62,32,70.97,23.42,1.4,1.23,3,0,0.89,203,9,1.16,1.19,128,1.31,3.030315969,5889,050-01-0104
9.5225,87.4,11.68,0.92,,3.875,10.88,24.35,58.875,29.25,8.25,293.5,108.5,30.25,23.75,14.6075,8.0525,0.625,1.07,9.65,66,0.18,234.75,0.625,0.5575,0.9125,1120.25,0.8475,3.174578519,5890,051-08-0100
26.5,55.8,39.28,4.92,,4.15,6.345,28.9,50.75,45.5,14.5,283,29.5,23,15,23.36,3.725,0.825,1,9.1,62,0.32,103.5,0.5,0.57,0.43,1713.5,0.61,11.23441734,5891,051-08-0101
28.804,,,,,4.02,7.004,26.84,66.1,66.2,28.6,229,52,47.6,27.4,16.066,6.93,1.936,1.906,9.36,63.8,0.172,192.4,0.8,0.374,2.066,1405.8,0.51,5.27861189,5892,051-08-0102
10.985,88,7.08,4.92,,3.85,5.015,23.8,48.25,40,27.5,138,41.5,31,19.5,13.925,6.76,1.43,1.685,9.7,66.5,0.35,167.5,0.5,1.8,1.165,1118,0.815,3.473499361,5893,051-08-0103
31.67,,,,,3.85,3.92,23.8,66.25,89,49.5,91,32,42.5,26.5,11.72,6.635,2.47,2.97,9.7,66.5,0.275,66.5,0.5,0.5,0.79,1675.5,0.455,3.021645022,5894,051-08-0104
29.085,74.4,24.68,0.92,,3.8,4.545,23.2,60.75,69,17.5,108.5,36.5,42.5,22.5,12,6.69,2.32,2.16,9.8,67,0.35,69,0.75,0.87,0.7,1646.5,0.57,2.99321267,5895,051-08-0105
28.376,,,,,3.86,9.876,24.92,65.7,90.2,46.6,353.2,50.4,54.8,19.2,17.096,5.07,1.784,0.976,9.68,65.4,0.172,139,1.2,0.35,1.122,1500.8,0.478,9.837154238,5896,051-08-0106
35.87,,,,,3.8,6.56,23.2,66.25,89,37,179.5,42.5,45,30,14.53,5.255,1.465,1.95,9.8,67,0.165,188,0.5,0.16,0.6,1561.5,0.485,4.720338983,5897,051-08-0107
21.165,,,,,3.85,11.82,23.8,65.25,94,34.5,443,48,48,26,18.29,3.595,0.81,1.1,9.7,66.5,0.1,125.5,0.5,0.1,1.025,1571.5,0.575,8.625274725,5898,051-08-0108
2.63,83.8,11.28,4.92,,4.5,6.58,36.6,33.25,27.5,11,434.5,40,20.5,14,29.245,5.43,0.785,1.13,8.4,55,0.34,203,0.75,2.605,0.54,1343,0.995,9.481818182,5899,051-08-0109
38.41,74,25.08,0.92,,3.9,7.16,24.4,64.25,74,19,229,46,49,21.5,14.92,6.095,1.775,1.625,9.6,66,0.305,90,1.25,1.065,1.13,1933,0.47,4.634502924,5910,051-08-0120
12.435,,,,,3.9,4.885,24.4,58.25,37.5,27,119,47.5,37.5,20.5,12.38,8.175,1.885,1.96,9.6,66,0.175,170,2,0.96,0.775,1391.5,0.65,2.520480226,5911,051-08-0121
51.2175,,,,,3.65,12.12,21.4,68.375,67.25,24,397.25,47,44.25,16.75,16.3,3.4225,1.01,0.66,10.1,68.5,0.165,69.75,1.625,0.605,1.1975,1550.5,0.325,8.670205662,5912,051-08-0122
41.15666667,,,,,3.583333333,13.93833333,20.6,65.16666667,100.3333333,47.33333333,423.5,60,49,20.16666667,15.045,3.845,0.968333333,0.738333333,10.23333333,69.16666667,0.175,137.8333333,1.083333333,0.966666667,1.101666667,1466.333333,0.411666667,7.520302378,5913,051-08-0123
11.26,47.4,37.68,14.92,,4.15,12.395,28.9,52.5,61,25,537,87.5,34,23.5,21.5,5.885,0.71,0.805,9.1,62,0.43,372.5,6,0.77,1.425,1567,0.75,6.088105432,5914,051-08-0124
6.67,85.8,9.28,4.92,,3.583333333,5.455,20.76666667,50.83333333,30.33333333,28.33333333,174.1666667,22.66666667,13,11.66666667,15.215,3.805,0.706666667,1.031666667,10.23333333,69,0.166666667,117.5,1.083333333,0.685,0.323333333,1579.5,0.9,8.186851736,5916,051-08-0126
74.56,,,,,3.5,10.61,19.6,70,77,26,256,77,19,25,12.06,6.05,0.46,1.02,10.4,70,0.25,138,4,0.1,1.94,875,0.23,3.324675325,5917,051-08-0127
73.62,,,,,3.9,24.35,24.4,70,108,12,707,269,30,20,14.52,9.21,0.32,0.36,9.6,66,0.25,229,7,0.1,3.29,650,0.31,2.628252788,5918,051-08-0128
23.18333333,,,,,3.533333333,9.936666667,20,63.16666667,56.66666667,54,290,37,36.33333333,23.33333333,13.89333333,3.813333333,1.006666667,1.276666667,10.33333333,69.66666667,0.1,109.6666667,0.666666667,0.293333333,1.116666667,1577.666667,0.61,8.337755102,5922,051-08-0132
12.77666667,,,,,3.5,5.64,19.6,58.16666667,55.66666667,49,114.3333333,39.66666667,36.66666667,18.33333333,10.99,5.67,1.516666667,1.423333333,10.4,70,0.1,95.33333333,0.833333333,0.396666667,1.283333333,1386,0.733333333,3.61072623,5923,051-08-0133
8.865,,,,,3.6,8.89,20.8,51.5,54.5,44.5,312,31,30,18,15.265,3.385,1.13,1.01,10.2,69,0.1,73.5,0.5,0.4,0.995,1587.5,0.825,12.27850877,5924,051-08-0134
11.38,79.6,19.48,0.92,,3.666666667,12.28333333,21.6,54.5,56.66666667,40.66666667,426,28,25.33333333,20.33333333,16.53,3.053333333,0.853333333,1.166666667,10.06666667,68.33333333,0.196666667,125.6666667,0.666666667,0.696666667,1.446666667,1748,0.743333333,14.64884454,5925,051-08-0135
4.006666667,95,4.26,0.74,,3.816666667,4,24.4,41.83333333,22.16666667,27.66666667,119,27.33333333,17.33333333,12.66666667,15.71833333,6.076666667,1.103333333,1.506666667,9.766666667,65.83333333,0.245,157.1666667,0.5,0.446666667,0.963333333,1021.833333,0.988333333,4.360771692,5926,051-08-0136
12.76,,,,,3.8,7.795,23.2,56,34,21,202,74.5,25,17.5,14.545,6.96,0.67,1.025,9.8,67,0.1,120,1.25,0.53,1.485,1450.5,0.795,4.583064516,5927,051-08-0137
11.33,58.38666667,29.12,12.49333333,,4.666666667,7.24,40.26666667,49.5,54.66666667,13.66666667,334.3333333,84,123.6666667,49,22.58666667,10.20666667,4.373333333,3.1,8.066666667,51.66666667,0.986666667,471.3333333,2.666666667,1.806666667,1.716666667,1438,0.713333333,2.370452174,5929,051-08-0238
19.98666667,40.47666667,32.01666667,27.50666667,,4.6,13.26333333,38.8,64.33333333,84.66666667,19.33333333,724.6666667,80.33333333,85,59,26.63333333,7.013333333,2.24,2.92,8.2,53,0.776666667,223.3333333,1.666666667,1.883333333,1.7,1935,0.503333333,4.918982017,5930,051-08-0239
14.5925,49.6075,31.79,18.6025,,4.375,8.4,33.85,55.75,59,14,352.75,71.25,77.25,51,20.2525,8.0375,2.515,3.0575,8.65,57.5,0.8125,366.75,1.75,1.6675,1.26,1704.25,0.7375,2.934043072,5931,051-08-0240
9.49,49.72,29.12,21.16,,4.4,7.7,34.4,42.75,65,13,379,63.5,48.5,38,22.48,7.73,1.7,2.48,8.6,57,0.78,370.5,1.5,1.595,1.135,1732.5,0.8,3.383219608,5932,051-08-0241
8.845,87.21,8.63,4.16,,4.1,6.505,28.8,47.25,72,25,250.5,42,38.5,36,19.565,5.335,1.5,2.4,9.2,62,0.63,108.5,0.5,1.565,0.83,1649,0.89,4.096015606,5933,051-08-0242
1.355,94.68,3.16,2.16,,4.7,3.28,41,22.25,47.5,44.5,163.5,31.5,28.5,25.5,25.775,8.815,2.475,3.96,8,51,0.76,182.5,1.25,1.83,1.115,1334.5,1.165,3.044239698,5934,051-08-0243
7.52,85.004,11.636,3.36,,4.64,7.958,39.68,50.7,49,15.4,484.2,45.6,45.6,35,28.598,6.432,1.91,2.744,8.12,52.2,0.828,372.2,1.3,1.118,1.64,1516.6,0.878,6.562595903,5935,051-08-0244
3.78,63.65,23.19,13.16,,4.15,7.62,28.9,38,69,19,254,67,59.5,36.5,17.055,7.665,1.95,2.225,9.1,62,0.735,385,0.75,1.485,1.1,1373,0.945,2.260372831,5936,051-08-0245
14.655,40.94,41.9,17.16,,4.25,15.6,31.1,61.25,85.5,26.5,755,92.5,57.5,55.5,21.085,6.93,1.07,2.02,8.9,60,0.725,280,2.5,1.485,1.185,1937,0.61,5.618825156,5937,051-08-0246
30.26333333,46.24333333,37.41666667,16.34,,4.4,9.393333333,34.4,60.5,69.66666667,17,459.6666667,69.33333333,63,44.66666667,21.07333333,8.34,2.203333333,2.796666667,8.6,57,0.71,309.6666667,1.333333333,1.17,0.916666667,1857,0.516666667,3.923834445,5938,051-08-0247
18.77,49.7,28.14,22.16,,4.15,30.255,28.9,54.75,103.5,26.5,1540,74.5,73,51.5,25.5,2.05,0.61,0.735,9.1,62,0.715,314,2,1.29,1.1,1870.5,0.66,12.43902439,5939,051-08-0248
13.84333333,85.68666667,12.15333333,2.16,,3.9,11.36333333,24.73333333,55.33333333,36,29.66666667,354.6666667,77.33333333,42.33333333,42.33333333,14.88333333,6.726666667,1.14,1.99,9.6,65.66666667,0.743333333,210,2,1.246666667,1.076666667,1246,0.86,2.439616882,5940,051-08-0249
5.432,88.188,8.852,2.96,,4.2,4.748,30.2,47.4,70.4,23.6,177,37,32.6,29.2,18.578,6.882,1.814,2.93,9,60.8,0.706,153.4,1.1,1.092,1.096,1507,0.908,2.935101334,5941,051-08-0250
6.655,88.49,7.35,4.16,,3.95,8.01,25.5,52.75,71,44,262.5,49.5,43,32,16.69,5.465,1.46,1.895,9.5,65,0.7,109.5,1.5,1.15,1.565,1567,0.92,3.103791697,5942,051-08-0251
5.975,87.53,9.31,3.16,,4.3,8.7,32.2,48.5,52.5,25,504,37,38.5,28,24.165,4.66,1.56,1.8,8.8,59,0.735,75.5,0.75,1.11,0.805,1700,0.915,9.420013327,5943,051-08-0252
4.425,87.86,9.48,2.66,,3.85,6.64,24.3,45,93,43,185.5,44.5,30,46,14.53,5.54,1.17,3.065,9.7,66,0.755,78.5,1,1.175,1.43,1573,1.005,2.658705301,5944,051-08-0253
9.985,89.28,8.06,2.66,,3.6,9.285,20.8,53.75,72.5,55.5,266,40,33,48.5,13.25,3.925,1.025,2.61,10.2,69,0.725,114.5,0.5,1.205,1.4,1273,0.85,4.32612782,5945,051-08-0254
37.855,83.835,12.215,3.95,,3.7,16.805,22,70,136.5,59.5,578.5,43.5,48,44.5,16.545,2.955,0.845,1.66,10,68,0.725,84.5,1.25,1.295,0.96,1301.5,0.45,7.070858663,5946,051-08-0255
3.87,92.07,2.77,5.16,,4.05,5.215,27.7,41.5,47.5,31,176.5,31.5,26.5,28,17.245,6.03,1.6,2.85,9.3,63,0.805,129,0.5,1.025,0.68,1434,1.03,3.217647059,5947,051-08-0256
9.255,87.81,8.03,4.16,,3.7,5.72,22,55.25,87.5,39.5,117.5,39.5,33,52.5,10.36,5.815,1.465,4.36,10,68,0.65,67,0.5,1.07,0.885,1344.5,0.815,1.782522712,5948,051-08-0257
13.32666667,69.7,22.80666667,7.493333333,,4,16.56333333,26.6,56.16666667,134.3333333,36.33333333,732.3333333,62.66666667,58,61.33333333,19.23666667,4.256666667,1.27,1.83,9.4,64,0.82,320,2,1.556666667,2.493333333,1697.333333,0.75,6.966872149,5949,051-08-0258
8.945,80.27,15.57,4.16,,3.9,12.365,24.4,54.75,35,18.5,440.5,55,37.5,43.5,17.56,4.175,0.82,1.84,9.6,66,0.695,283.5,1.25,1.13,1.115,1649,0.97,4.485616996,5950,051-08-0259
7.13,21.49,74.35,4.16,,4.25,36.705,31.1,53.5,112,13.5,1888,174.5,67.5,94.5,25.52,3.97,0.47,1.135,8.9,60,0.77,379.5,2,1.085,1.2,1850,0.825,6.500658711,5951,051-08-0260
9.26,70.18,14.66,15.16,,4.05,5.67,27.2,50.75,62,19,167.5,47.5,39,43.5,14.97,7.005,1.75,3.47,9.3,63.5,0.72,172,1.25,1.225,0.76,1651,0.8,2.132061271,5952,051-08-0261
17.118,65.9,25.54,8.56,,3.8,8.294,23.6,58.9,116.4,34,208.4,58,57.4,50.4,12.294,6.28,1.87,3.15,9.8,66.6,0.66,169.8,1.2,1.302,1.22,1590.2,0.686,2.113433784,5953,051-08-0262
4.465,51.08,21.76,27.16,,4.4,18.905,34.4,43,51,12,1014,128,53.5,52.5,23.16,8.45,0.945,1.84,8.6,57,0.79,354.5,2,1.31,1.895,1880,0.885,4.621234221,5954,051-08-0263
16.99,52.28,22.56,25.16,,4.2,23.29,30,53.5,87,18.5,1067,62.5,66,55,23.335,3.98,0.985,1.705,9,61,0.725,164.5,1.5,1.275,1.15,2141,0.72,9.38230402,5955,051-08-0264
13.158,64.736,29.104,6.16,,4.16,12.042,29.32,59.8,55.2,20.4,500.6,71.2,62,38,19.644,6.19,1.726,1.766,9.08,61.6,0.686,226.6,1.3,1.158,1.188,1888.8,0.746,4.588885778,5956,051-08-0265
23.86,43.97,32.785,23.245,,4.2,7.305,30,62.5,103,15.5,225,71,77.5,59.5,15.27,8.325,2.85,3.56,9,61,0.725,54.5,2,1.33,1.525,2368.5,0.545,1.990018979,5957,051-08-0266
8.485,77.27,16.57,6.16,,3.9,10.495,24.9,52,43,25,283.5,91,43,32.5,14.16,7.57,1.245,1.92,9.6,65.5,0.77,265,0.75,1.15,1.045,1780,0.9,1.870222297,5958,051-08-0267
9.405,32.84,47,20.16,,4.4,12.58,34.4,54,62,11.5,618,91.5,95.5,53,24.435,6.095,1.88,1.99,8.6,57,0.73,279,2,1.17,1.64,2329.5,0.745,4.011674718,5959,051-08-0268
7.56,39.75,28.09,32.16,,4.45,8.885,35.5,48.5,60.5,11,389,97,56,52.5,21.89,9.235,1.65,2.72,8.5,56,0.74,320.5,2,1.305,1.37,2008,0.85,2.376098107,5960,051-08-0269
10.615,87.74,7.1,5.16,,3.9,9.73,24.4,57.25,49.5,27.5,308,62.5,45,46.5,15.685,5.425,1.205,2.095,9.6,66,0.695,208.5,1.25,1.13,1.015,1726.5,0.91,4.120605581,5961,051-08-0270
3.734,77.6,15.84,6.56,,4.38,3.592,33.96,42.6,42.6,8.8,127.8,39.8,73.4,15.6,17.654,9.226,5.194,1.896,8.64,57.4,1.05,549.4,4.2,1.952,1.282,1268.2,0.854,3.175553945,5962,052-01-0800
5.042,70.6,14.84,14.56,,4.36,3.926,33.52,47.8,44,10.6,136,42.4,76.2,16.2,17.402,9.154,5.124,1.836,8.68,57.8,1.078,419.6,5.2,2.212,1.618,1280.2,0.848,3.17877397,5963,052-01-0801
22.47,69,26.44,4.56,,4.025,8.385,26.9,67.25,51.75,32.25,288,66,94,19,15.9975,6.595,3.1625,1.1425,9.35,63.75,1.095,559.25,15.5,2.1275,2.905,1355,0.5275,4.134730255,5964,052-01-0802
5.75,82.6,5.48,11.92,,4.85,4.6425,44.3,50.875,40.75,16.5,286.5,44.25,64,15.75,30.67,8.3325,3.74,1.5575,7.7,48,1.095,282.75,105,1.7425,2.04,1457,0.88,6.43255772,5965,052-01-0803
10.7,68.6,10.48,20.92,,3.975,5.165,26.3,59.625,44.5,11.25,135.5,42,79.5,17.25,13.595,7.0775,4.0675,1.55,9.45,64.25,1.1025,789.25,2,1.8775,2.2275,1272.25,0.675,3.330820193,5966,052-01-0804
5.7,68,13.08,18.92,,4.2,4.584,30,51.1,48.4,10.6,144.4,43.4,75.6,15.8,15.79,8.152,4.478,1.578,9,61,1.036,577,3,1.818,1.822,1463.4,0.78,3.285596297,5967,052-01-0805
6.042,56.2,27.88,15.92,,5.88,15.002,74.8,52.1,33.2,11,1582.2,343.8,191.8,16.6,51.742,19.252,3.31,0.498,5.7,19.5,1.102,183,212.8,2.432,2.24,866.2,0.77,4.567096028,5968,052-01-0806
27.028,50.2,27.88,21.92,,4.02,10.476,27.24,68.6,52.8,25.4,340.6,61.2,109,17.2,17.352,5.746,3.082,1.052,9.36,63.4,0.97,534,26.2,2.164,3.084,1630,0.546,5.314403177,5969,052-01-0807
10.118,50.4,21.68,27.92,,4.24,4.7,30.88,61.1,46.8,13.8,123,63.8,79.2,15.2,13.448,11.55,4.45,1.434,8.92,60.2,0.936,567,2.6,2.39,2.904,1442,0.716,1.962595677,5970,052-01-0808
5.555,76,17.08,6.92,,5.175,12.9575,53.7,51.25,35.5,20.5,1146.5,125.75,82,15.5,43.3175,8.1325,1.7,0.5475,7.05,39.25,1.0725,264.25,88,1.7725,2.06,1211.75,0.8575,8.968261158,5971,052-01-0809
6.13,35.1,26.98,37.92,,5.3,14.596,58.4,52,41.2,17.8,1007.6,398,209.4,15.8,30.932,23.402,3.552,0.506,6.8,34.8,0.934,226.8,66.4,2.23,2.31,868.2,0.728,2.393680239,5972,052-01-0810
4.392,78.4,5.68,15.92,,4.34,3.372,33.08,45.3,46,8.4,117.2,35.2,66.4,15.6,17.276,8.708,5.054,2.036,8.72,58.2,1.056,513.2,1.3,1.844,0.85,1040.4,0.822,3.293017333,5973,052-02-0800
6.67,49.4,32.68,17.92,,4.78,4.872,43.16,51.1,27.8,17,223,88.4,65.8,16.4,22.964,15.222,3.326,1.654,7.84,49,0.87,373.6,22,1.626,3.316,1064.6,0.798,2.594712102,5974,052-02-0801
5.892,70.6,17.48,11.92,,4.76,7.028,42.52,51.6,41.4,14.8,456.4,65,74.6,15,30.66,7.812,2.966,1.078,7.88,49.6,1.014,421.2,48.4,1.622,3.462,1289.4,0.854,6.684885724,5975,052-02-0802
7.32,55.8,13.28,30.92,,4.48,5.338,36.16,55,43.4,11.8,179.8,83.8,98.8,14,17.096,13.228,4.69,1.15,8.44,55.4,0.866,450.4,11.6,1.596,2.148,953.8,0.742,2.17570935,5976,052-02-0803
4.738,44.8,41.28,13.92,,5.64,15.13,67.78,48.3,24,10.4,1378,389.2,103,14.2,44.098,21.47,1.794,0.424,6.12,26.1,0.964,224.8,89.2,2.06,1.656,657.8,0.786,3.488839179,5977,052-02-0804
